Sentence,Label
"줄 때는 스위치를 내리면서 진행하도록 하겠습니다. 추출은 2분 30초에서 3분 내로 종료가 됩니다.
",1
"만약에 3분을 너무 훌쩍 넘어서 추출이 완료가 된다면 분쇄도를 조금 굵게 가져가시는 것을 추천드려요.
",0
"물이 다 빠지면 드리퍼를 서버에서 제거하고.
",0
"아이스 브루잉인 경우에는 유리 서버에 얼음을 넣고 시작했기 때문에 이 얼음을 충분히 다 녹을 수 있게끔 저어주셔야 합니다.
",1
"그리고 미리 준비한 얼음잔에 담아주시면 추출은 완료입니다. 오늘 추출한 커피를 마셔보도록 하겠습니다.
",1
"오늘 추출한 우간다 음 발레 내추럴 커피는요. 처음 먹자마자 새콤한 좌두나 딸기의 산미가 선명하게 느껴지고요.
",0
"이후에 초콜릿의 단맛이 아주 길게 잘 느껴지고 있어요. 오늘 영상 시청해 주셔서 감사합니다.
",0
"안녕하십니까? 여러분, 요즘 여러분들이 많이 또 사용하고 계시는 오리가미 에 어 S로 추출을 한번 해보고.
",1
"만약에 오리가미가 집에 있으신 분들은.
",0
"이 레시피를 참고하신 다음에 저희 핸드커피 원두를 추출하시면 어떻게 더 맛있게 내릴 수 있는지.
",0
"제가 레시피 가이드를 보여드리려고 합니다. 일단은 당연히 필요한 거는 오리가미 에어 S고요.
",0
"그리고 저희 필터 같은 경우에는 많은 분들이 칼리타 필터 아니면 V 식 D.
",1
"필터나 카페 필터 여러 가지 많이 사용하시지만, 이번에 제가 사용할 필터 같은 경우에는 칼리타 185 사이즈 필터고 흰색이고요.
",1
"이것도 지금 제가 굉장히 충분히 린칭을 많이 진행을 했고, 또 필요한 준비물은 원두 16g.
",1
"제가 지금 출출할 커피는 과테말라라 에르모사 농장의 에 TO 피아 게이샤입니다.
",0
"그리고 이건 16g을 사용을 할 거고 물은 저희가 250g 이 필요할 거고요.
",1
"그리고 주전자 온도는 세팅한 게 96도입니다.
",1
"이 오리가미 에어 같은 경우에는 그냥 일반 V 6 T 보다 추출 속도가 조금 더 빨라요.
",1
"그래서 저희가 입자 사이즈 같은 경우에는 저희가 V 6.
",0
"T는 한 1060, 마이크론이라고 했으면 오리가미 같은 경우 저희가 1000 마이크론, 그래서 60 마이크는 좀 더 고운 천 마이크론 진행을 하겠습니다.
",0
"그래서 지금 저희 랩스익 같은 경우에는 아까 6.5였지만, 브이시스티가 제가 6.3 으로 브라인딩 해서 가지고 오겠습니다.
",0
"그래서 원두를 안에 드리퍼 안에 넣어주시고 세틀링을 한번 해주세요. 평평하게 될 수 있도록.
",0
"그리고 오리감, 에어레스피 같은 경우에는 특이한 점 같은 경우 처음에 뜬 물 양이 조금 더 평소보다 많아요.
",0
"그래서 타이머를 시작하면서 천천히 작은 원형으로 60g까지 코어링 해줍니다.
",0
"등수를 많이 가져가는 이유는 이게 V 식 T 보다. 추출 속도가 더 빠르기 때문에. 초반에 너무 적은 양의 추출수를 넣었다.
",1
"보면 추출을 많이 할 수 있는 산미나 그런 향미적인 요소들이 굉장히 덜 추출이 되거든요.
",1
"그래서 충분히 적셔주신 다음에 그다음에 한 45초 기다리시고 추출을 하실 건데, 다음에는 140g을 더 구워주실 거예요.
",1
"45초부터 이것도 조그마한 원형으로 200g까지 구워지는 거죠.
",1
"한 30초의 시간 내에 200g까지 도달을 하는 건데, 물을 부으실 때는 리브를 터치하지 않고 작은 원형, 그리고 다시 큰 원형.
",1
"그리시면서 1분 15초가 될 때까지 200g이 도달을 해야 돼요. 그래서 지금 딱 200g.
",1
"됐고, 이때부터 나머지 45g을 센터포어로 수출을 해줍니다.
",1
"그래서 250, 그리고 수출을 마지막으 했으면 살짝 흔들어주세요.
",1
"이것도 흔들어 주신 다음에 기다려 주시면 한 1분 55초 정도의 추출이 끝나거든요.
",1
"지금 딱 보시면 1분 55초에 추출이 끝났습니다.
",1
"오리가미, 에어에스 같은 경우는 어떤 다른 캐릭터들이 나타나냐면, 특히 게이샤나 이런 좀 더 워시트 커피를 드셨을 때 향미나 산미가 조금 더 밝게 다가오고.
",0
"그래서 이런 워시트, 게이샤나, 워시트, 에티오피아, 워시트, 코스타리카나 이쪽을 드셨을 때 오리가미 에어를 사용해서 드시면 좀 금 더 이 커피에 풍부한 향미나.
",0
"플레이버들을 잘 느끼실 수 있습니다. 그러면 그 오리가미 에어가 있으신 분들은 이 레시피 꼭 한번 도전해 보시고.
",0
"또 궁금하신 점 있으시면 댓글 남겨주시면 제가 답글 달아드리겠습니다.
",0
"안녕하십니까? 여러분, 이번 시간에는 제가 V60를 사용해서 게이샤 원두를 어떻게 더 여러분들.
",1
"집에서 아니면 사무실에서 더 맛있게 추출할 수 있는지 레시피를 공유해 드리도록 하겠습니다.
",1
"일단 준비물은 V60, 그리고 필터 져.
",1
"브라운 필터를 저희 사용하고, 그리고 예열을 굉장히 지금 충분히 된 V60를 지금 저희가 사용하고 있고요.
",1
"원두 같은 경우에는 제희가 16g을 또 도징을 했고, 물 온도는 95 도입니다. 그래서 일단 먼저 원두를 갈아올 건데.
",1
"게이샤를 추출하실 때 보통 저희 같은 경우에는. 일반 싱글 오리진보다는 게이샤 원도의 배전도가 약간 더 약 배전입니다.
",0
"그래서 조직이 더 단단하기 때문에 입자도 조금 더 곱게 분쇄를 하셔야 여러분들의 추출이 조금 더 잘 되기 때문에 그 점 유의해 주시고.
",0
"V60 같은 경우에는 저희 1030 1040 마이크론을 사용하고 있거든요.
",0
"랩스윗 같은 경우에는 한 6.4, 6.3 을 사용하고 있고.
",0
"여러분들, 그라인더에 따라 그러면 그 언스페셜티 커뮤니티에 가셔가지고.
",0
"분세도 입자를 한번 분석을 하시고 한 1030 에서 40 으로 맞추시는 거를 권장 드립니다.
",0
"그리고 또 물 같은 경우에는 평창수 아니면 아이시스 8.0추천드립니다. 일단 분쇄해서 보겠습니다.
",1
"자, 물이 95도에 도달했으면 타이머 시작과 동시에 작은 원형을 그리면서 40g까지 부워줍니다.
",1
"그리고 40초까지 뜸을 드릴 거고요.
",1
"게이샤를 추출할 때 유의할 점은 보통 저희가 게이샤를 추출할 때 이 커피에 어떤 뉘앙스를 우리가 추출할 거냐.
",0
"근데 보통은 게이샤 커피의 가장 매력적은인 향과, 그리고 굉장히 복합적인 산미와 그리고 과일 같은 뉘앙스들인데.
",0
"이런 이제 뉘앙스들을 잘 추출하기 위해서는 추출이 너무 빠르면 안 되거든요.
",0
"왜냐하면 물론 훌륭한 향과, 그리고 복합적인 산미, 그리고 과일 플레이버가 굉장히 매력적이지만, 그 뒤에 단맛이 받쳐줘야 커피가 굉장히 밸런스 있게 잡히기 때문에.
",0
"그거를 인제 진행하기 위해서 저희가 뜬 후에 천천히 작은 엄청 가는 물줄기로 부어주시면서 130g까지 부어주시고.
",1
"그런 다음에 130부터. 저희가 센터푸어를 할 거예요. 그래서 어떤 커피들은 제가 아까 보여드렸던 싱글.
",1
"커피들은 150g부터 추출을 진행을 했고, 이 게이샤 같은 경우에는 지금 130g부터 센터푸어 진행을 하는데.
",0
"센처푸어를 더 빨리 진행할수록 여기 인제 원두가 원두들이 추출되는 온수의 물에 인제.
",0
"물의 온도들이 훨씬 더 빠르게 올라가기 때문에 훨씬 더 추출적인 면모에서 안정성이 올라가서 그래서 추출력이 올라갑니다.
",0
"그래서 추출 시간은 한 2분 5초 정도로 예상하시면 되고 지금 딱 2분 한 2초 정도의 끝이 났습니다.
",1
"그래서 이렇게 추출하시면 여러분들도 훨씬 더 단맛이 좋으면서.
",0
"풍부한 향과 산미가 함께 밸런스과 조화를 이루어서 굉장히 맛있는 커피가 추출이 됩니다.
",0
"오유 200g을 사용하셔서 드시면 좋을 것 같습니다.
",0
"월픽을 통해서 꼭 한번 드셔보셨으면 좋겠습니다, 감사합니다, 안녕하세요. 304, 로스터스 송요민입니다.
",0
"이번 영상에서는 저희 핫 브루윙 레시피를 보여드릴 건데요.
",0
"모든 싱글 원두들은 한 가지의 레시피로 쉽고 간편하게 맛있게 드실 수 있을 겁니다.
",0
"그리고 저희 304 로스터스에서 보여드릴 커피는요.
",0
"커피마다 특색을 최대한 살리기 위해서 작은 디테일까지 신경을 굉장히 썼고요.
",0
"그리고 커피를 마실 때 마지막 한 모금까지 부담 없이 편안하게 드실 수 있는 커피들을 준비했습니다.
",0
"그리고 저희 이번 핫 브루잉에서 쓸 싱글 원두는 페루 싼 세바스티안 게이샤 워시들을 사용할 거고요.
",0
"데 리퍼의 경우는 향미를 최대한 살리기 위해서 하리오 V 6 를 사용할 거고, 물 온도는 93 도로 설장을 했습니다.
",1
"추출 비율은 원도 18g의 물량 270 을 이용한 1대 15 비율로 추출을 해보도록 하겠습니다.
",1
"린싱 먼저 하도록 할게요. 린싱을 하실 때는 드리퍼에서 필터지가 뜨지 않도록 최대한 잘 붙여서 사용해주시면 됩니다.
",0
"분세는 2, KK 43 기준, 8.5로 분쇄하도록 하겠습니다.
",1
"30g의 물을 사용해서 30초 동안 뜸드리기를 진행해 주겠습니다 하고 30초가 되면 1차 포어를 시작할 건데요.
",1
"깨끗한 향미 표현을 극대화하기 위해서는 잘 골고루 섞어준다는 느낌으로 좀 빠르게 추출을 진행해 볼게요.
",0
"고 50초가 되면 80g의 물을 부어줄 거고요. 추출 수위를 높여서 운동 에너지를 증가시켜서 추출력을 높여줄 겁니다.
",1
"그리고 1분 10초의 마지막 포어인 60g을 보어서 270g까지 맞춰줄게요.
",1
"추출 끝나는 시간은 2분에서 2분 20초 정도로 추천을 해드리고 있고요. 먹어보도록 하겠습니다.
",1
"게이샤 커피답게 자스민 같은 아로마가 굉장히 풍부하게 올라오고요.
",0
"화이트 와인 같은 스파클링한 느낌이 있고, 애프터의 꿀 같은 질감의 느낌에 되게 좋은 커피입니다. 잔을 사용하실 때는?
",0
"안녕하세요, 파스텔 커피웍스, 바리스타 정혜원입니다.
",0
"이번 영상에서는 파스텔 커피웍스가 투가식으로 따뜻한 브레잉을 어떻게 내리는지 소개해 드리려고 합니다.
",1
"저희 매장에서는 하리오 스위치 드리퍼를 사용해서 보통 침지식으로 커피를 추출을 하고 있지만, 처음부터 스위치를 내려서 사용하시게 되면은 투가식으로도 커피를 추출해 내실 수 있어요.
",0
"보통 사용하시는 드리퍼가 하리오의 V 식 스티이시거나 아니면 나눠서 투가식으로 커피를 추출하시는 분들에게는 이 방법을 권장해 드립니다.
",0
"서 오늘 함께 추출해 볼 커피는 저희 언 스페셜티 블랜드 프르티 버전 투입니다.
",0
"추출해 사용할 원도의 양은 총 19g입니다. 군세도는 2, K 43, S 기준으로 11입니다.
",1
"분쇄한 커피를 담기 전에는 꼭 드리퍼와 서버를 결합을 해주시고, 종이 필터를 넣은 채 린싱을 진행해 주세요.
",0
"종이 필터 린싱을 해주시게 되시면 종이 필터 냄새를 제거할 수도 있고.
",0
"또 저희가 목적으로 하고 있는 이 92도의 온도가 내려가지 않도록 방지하는 효과를 줄 수 있습니다.
",0
"이 커피 성분이 필터에 협착되는 것을 방지할 수 있어요.
",0
"충분히 린싱이 되었으면 물을 버리고 다시 드리퍼와 서버를 결합을 해주시고요.
",0
"이번에는 추가식으로 진행할 거기 때문에 스위치가 내려져 있는지 꼭 확인을 해주세요.
",0
"그리고 분쇄한 커피 18g을 담도록 하겠습니다. 커피 표면을 드리퍼를 살짝 흔들어서 평평하게 해주시고요.
",1
"이때 너무 드리퍼를 세게 흔드는 것보다는 가볍게 2, 3회 정도 흔들어서 평평하게 만들어 주시는 것을 추천해 드립니다.
",0
"저울 영 점을 잡으시고요. 92 도의 추출수를 준비를 해주세요.
",1
"뜸은 30g의 물을 가지고 30초 동안 드리도록 하겠습니다.
",1
"그리고 1차 포어는 30초가 지나면 100g의 물을 추가적으로 부어주도록 하겠습니다.
",1
"30초가 지나고 1분이 되었을 때 다시 100g의 불을 추가적으로 부어주도록 하겠습니다.
",1
"1분 30초가 되면은 마지막으로 50g을 부어줄 텐데요. 이때는 가운데에서 물을 부어주시면 되겠습.
",1
"그래서 280.
",1
"40 이 될 때까지 가운데에서 센터 포어로 진행해 주시면 됩니다. 추출은 2분, 30초에서 3분 내로 종료가 됩니다.
",1
"만약에 3분을 너무 훌쩍 넘는 시간이 걸렸다면은 분쇄들을 조금 굵게 가져가시는 것을 추천드립니다.
",0
"이제 드리퍼를 서버에서 제거하고 한번 저어주세요. 그리고 미리 예열한 잔 내에 담아서 드시면 됩니다.
",0
"오늘 추출한 프르티 버전 2 를 마셔보도록 하겠습니다. 후르티 버전 2 에서는요.
",0
"감귤의 산미가 잘 느껴지고 복숭아의 뉘앙스도 잘 느끼실 수 있어요.
",0
"그리고 부드러운 바닐라의 향미와 함께 밀크 초콜릿의 단맛이 잘 받춰주고 있습니다.
",0
"오늘 영상 시청해 주셔서 감사합니다.
",0
"안녕하세요, 펠트커피 이재현입니다.
",0
"이번 소개해 드릴 레시피는 하리오 V 60 을 사용한 저희 기본적인 레시피로 밸런스와 클린컵에 중점을 두고 만들어진 추출 레시피입니다.
",0
"이번 소개해 드리는 레시피는 저희 매장에서도 사용하고 있을 만큼 저희가 가장 추천드리는 레시피로 이 하리오 브이 유공을 통해서 추출 진행하도록 하겠습니다.
",1
"이 하리오 V.
",0
"유공 같은 경우에는 타 드리퍼 대비 긴 리브를 가지고 있는데, 이는 보다 빠른 추출 흐름을 보여줄 수 있는 드리퍼입니다.
",0
"이로 인해서 보다 가늘어진 분쇄도를 사용할 수 있고, 이로 인해 더 명확한 커피의 노트를 보여줄 수 있습니다.
",0
"필터는 리브와 충분히 접촉될 수 있도록 조금 여유를 두고 접어주시는 편이 좋습니다.
",0
"리브를 접어주신 후에 따뜻한 물로 충분히 예열을 진행해 주도록 합니다.
",0
"민싱하는 과정을 통해 커피 필터와 드리퍼는 보다 밀착하게 되어 추출 일관성을 유지하는 데 조금 더 도움이 됩니다.
",0
"커피는 18.5g을 사용해서 1대 16 비율로 추출하게 됩니다.
",1
"분쇄도는 구형 2, K 43 기준으로 8.5 정도의 분쇄도를 사용하며 900, 마이크론 기준으로 플러스 마이너스 50 정도로 생각해 주시면 됩니다.
",1
"이제 물이 예열되어서 추출 진행하도록 하겠습니다.
",0
"커피를 담아주신 후 강하게 충격을 주시는 것보다는 가볍게 두 번 정도 흔들어서 수평을 맞춰주시는 게 좋습니다.
",0
"물 온도는 95도로 추출을 진행하며 뜸은 40g 30초 진행하도록 하겠습니다.
",1
"30 초가 되었을 때 100g의 물을 넣어주도록 하겠습니다.
",1
"두 번째 가수는 1분 정도 되었을 때 다시 한번 100 미리 추가하도록 하겠습니다.
",1
"마지막 가수는 1분 30 초경에 60g 추가해서 총 300g의 물을 사용해 주시면 되겠습니다.
",1
"추출은 물이 다 빠질 때까지 기다려둔 후에 2분에서 2분 30초 사이에 추출이 되었다면은 완성입니다.
",1
"총 추출된 커피는 250 에서 260g 사이로 추출이 완료됩니다. 2번 추출한 파나마산 토스게이샤 네추럴.
",1
"커피 같은 경우에는 레몬그라스와 블루베리 같은 향미 볼 같은 단맛, 그리고 그린티와 같은 여운을 확인하실 수 있습니다.
",0
"감사합니다.
",0
"안녕하십니까? 여러분, 이번 시간에는 제가 V 6 T를 사용해서 게이샤 온드를 어떻게 더 여러분들.
",1
"집에서 아니면 사무실에서 더 맛있게 식출할 수 있는지 레시피를 공유해 드리도록 하겠습니다.
",0
"일단 준비물은 브이식스, 티, 그리고 필터 접.
",1
"브라운 필터를 저희 사용하고, 그리고 예어을 굉장히 지금 충분히 된 보이식스를 지금 저희가 사용하고 있고요.
",1
"원두 같은 경우에는 제희가 16g을 또 도징을 했고, 물 온도는 95 도입니다. 그래서 일단 먼저 원두를 갈아올 건데.
",1
"게이사를 추출하실 때 보통 저희 같은 경우에는. 일반 싱글 올리즘보다는 게이샤 원도의 배전도가 약간 더 약 배전입니다.
",0
"그래서 조직이 더 단단하기 때문에 입자도 조금 더 곱게 군쇄를 하셔야 여러분들의 추출이 조금 더 잘 되기 때문에 그 점 유의해 주시고.
",0
"V 식 T 같은 경우에는 저희 1030 1040 마이크론을 사용하고 있거든요.
",0
"랩스익 같은 경우에는 한 6.4, 6.3 을 사용하고 있고.
",0
"여러분들, 그라인더에 따라 그러면 그 언스페셜티 커뮤니티에 가셔가지고.
",0
"분세도 입자를 한번 분석을 하시고 한 1030 에서 40 으로 맞추시는 거를 권장 드립니다.
",0
"그리고 또 물 같은 경우에는 평창수 아니면 IC 스 8.0추천드립니다. 일단 분쇄해서 보겠습니다.
",0
"자, 물이 95도에 도달했으면 타이머 시작과 동시에 작금 원형을 그리면서 40g까지 그것입니다.
",1
"그리고 40초까지 뜸을 들릴 거고요.
",1
"게이샤를 추출할 때 유의할 점은 보통 저희가 게이샤를 추출할 때 이 커피에 어떤 리앙패를 우리가 추출할 거냐.
",0
"근데 보통은 데이샤 커피의 가장 매력적은 향과, 그리고 굉장히 복합적인 산미와 그리고 과일 같은 뉘앙스들인데.
",0
"이런 이제 뉘앙스들을 잘 추출하기 위해서는 추출이 너무 빠르면 안 되거든요.
",0
"왜냐하면 물론 훌륭한 향과, 그리고 복합적인 산미, 그리고 과일 플레이보가 굉장히 매력적이지만, 그 뒤에 단맛이 받쳐줘야 커피가 굉장히 밸런스 있게 잡히기 때문에.
",0
"그거를 인제 진행하기 위해서 저희가 뜬 후에 천천히 작은 엄청 가는 물줄기로 부어주시면서 백 30g까지 보어주시고.
",1
"그런 다음에 130부터. 저희가 센터포어를 할 거예요. 그래서 어떤 커피들은 제가 아까 보여드렸던 싱글.
",0
"커피들은 150g부터 추출을 진행을 했고, 이 게이 세 같은 경우에는 지금 130g부터 핸드폴 진행을 하는데.
",0
"캔더포어를 더 빨리 진행할수록 여기 인제 원두가 원두들이 추출되는 온수의 물에 인제.
",0
"물의 온도들이 훨씬 더 빠르게 올라가기 때문에 훨씬 더 추출적인 면모에서 안정성이 올라가서 그래서 추출력이 올라갑니다.
",0
"그래서 추출 시간은 한 2분 5초 정도로 예상하시면 되고 지금 딱 2분 한 2초 정도의 끝이 났습니다.
",1
"그래서 이렇게 추출하시면 여러분들도 훨씬 더 단맛이 좋으면서.
",0
"풍부한 향과 산미가 함께 밸런스과 조화를 이루어서 굉장히 맛있는 커피가 추출이 됩니다.
",0
"안녕하세요, 커피몽타주에서 로스팅하고 있는 이연석입니다.
",0
"이번 영상에서는 커피몽타주 매장과 동일한 커피몽타주의 브레잉 레시피를 소개합니다.
",0
"커피몽타주에서는 하리오 V 6 T 플라스틱 소재의 드리퍼를 사용하고 있습니다.
",1
"플라스틱 소재의 드리퍼는 열 전도율이 낮아서 드리퍼를 데우는 등의 이런 번거로움이 좀 적고 사인용 드리퍼를 사용하고 있는데.
",0
"사인용 드리퍼의 큰 크기는 물 주입을 한 번에 많이 할 때, 그런 내 시피를 사용할 때 용의점이 있습니다.
",0
"그리고 드립 필터는 저희는 케멕스 필터를 사용하고 있습니다.
",1
"케멕스 필터는 다른 필터에 비해 조금 두꺼운 편인데, 이 두꺼운 필터는 물 주입을 했을 때.
",0
"커피와 추출 수에 접촉시간을 늘려서 커피 추출을 좀 더 용이하게 만들어줍니다.
",0
"유속이 빠른 하리오 V 6트 드리퍼와 좋은 조합이라고 생각해서 선택하게 되었습니다.
",0
"커피는 한 잔의 16g을 사용하고 있습니다.
",1
"16g의 원두 용량은 1 인용에 적합한 용량이라고 생각하여서 16g을 사용하고 있습니다.
",1
"커피몽타주의 브로잉 레시피는 심플하면서도 누구나 따라 하기 쉽고 일관성 있는 추출 결과를 목표로 설계하였습니다.
",0
"로스팅 포인트에 따라서 분세도나 온도를 조절하여 총 추출 시간 2분에서 2분 30초를 목표로 분세도 조절을 통해서 추출 시간을 조절하시면 되겠습니다.
",1
"그러면 추출 시작하겠습니다. 소개할 커피는 여름의 맛 블랜딩입니다.
",0
"여름의 맛 블랜딩은 커피몽타주의 시즌 블랜딩인데, 이번에 언스페셜티와 함께 새롭게 구성하여 소개하게 되었습니다.
",0
"에티오피아와 콜롬비아를 블랜딩하여 따뜻한 나라에서 즐기는 열대 과일의 느낌을 가득 담았습니다.
",0
"로스팅 포인트는 미디움 라이트 포인트입니다. 네, 추추를 시작하겠습니다.
",0
"앞서 설명드린 대로 케믹스 필터를 사용하게 되는데, 반종이 향이 날 수 있으니 린싱을 충분히 해주시고 사용하시면 됩니다.
",0
"위디움 라이팅 로스팅에서는 분쇄도 900 마이크론을 추천드립니다.
",0
"16g의 커피를 사용하였고, 뜸은 40g의 물로 30초 동안 크겠습니다. 진행하겠습니다.
",1
"30초 뜸 들린 후 1차 물 주입을 120g 진행하겠습니다.
",1
"1차 물주의 푸 물이 거의 빠진 뒤에 3, 2차 물주입을 진행하게 되는데, 2차 물주입은 90g 진행하겠습니다.
",1
"앞서 말씀드린 대로 총 추출 시간은 2분에서 2분 30초를 목표로 합니다.
",1
"미디움 라이팅 로스팅의 핫 브레인 같은 경우에는 16g의 커피를 사용하여 총 추출 수 250g을 사용합니다.
",1
"추출 비율이 약 1대 15입니다. 그리고 물론 도는 93도의 물론 도를 사용하였습니다.
",1
"지금 추출하고 있는 여름의 맛 커피를 다크 로스팅으로도 소개하고 있습니다.
",0
"다크로스팅 여름의 맛의 경우에는 물론 도를 88 도로 낮춰주시고, 총 추출 수를 200g 넣어줍니다.
",0
"1대 12.5 의 추출 비율입니다
",0
"뜸은 동일하게 40g으로 30조 동안 진행한 후에 1차 물주입의 90g, 2차 물주입의 70g을 진행합니다.
",0
"총 200g의 추출수를 부어주시고, 추출이 끝난 후에 50g 정도를 취향에 따라서 바이패스하여 즐기시면 되겠습니다.
",0
"무더운 여름에 열대가일 느낌에 상큼한 여름에 마 커피를 맛있게 즐겨주시면 감사하겠습니다.
",0
"안녕하세요, 더반 베를 바리스타 김야입니다.
",0
"이번에 소개해 드릴 레시피는 더반 베를린 전체 원두에 사용 가능한 레시피이며, 지금 내려드릴 건 핫 레시피입니다.
",1
"도징량은 16g이며, 추출 레시피는 1대 1 15 비율로 잡고 있으며, 추출 시간은 3분 내외로 저희가 잡고 있습니다.
",1
"저희 더반 베를린 전 매장에서는 하리오 V60 을 전반적으로 사용 중이며, 브리스타 온도는 92도에서 93 도로 출출할 예정이며.
",1
"지금 소개해 드릴 원두는 브라질, 다테아로 카페인이라는 원두입니다.
",0
"품종은 아라모사라는 품종인데, 카페인의 함량이 더 적다고 보시면 됩니다.
",0
"원두는 총 17g을 사용할 거고, 물의 양은 245g, EK 43 기준 10.2 코만단테 기준으로는 25클릭으로 분쇄 예정입니다.
",1
"추출해보겠습니다. 우선 1차 푸어는 40g 30초 정도의 뜸 들이는 시간을 가져보도록 하겠습니다.
",1
"30초가 되면 160g 푸어하겠습니다. 또 1분 15초가 되면 245g까지 푸어해 주겠습니다.
",1
"보라색 계열의 체일이 부드럽고 로우 카페인인데, 단맛을 좀 느끼게 해줄 수 있는 그런 커피인 것 같습니다. 감사합니다.
",0
"안녕하세요, 커피몽타주의 로스터 이현성입니다.
",0
"이번 영상에서는 커피몽타주의 아이스 브르잉 레시피를 소개하겠습니다.
",1
"하리오 브이 시스티 드리퍼를 사용하여 커피몽타주 매장과 동일한 레시피로 소개하겠습니다.
",1
"추추로 진행할 커피는 언스페셜티와 같이 개발한 오래된 미래라는 블랜디입니다.
",0
"품종 계량과 다양하고 복잡한 가공 방식이 많아지고 있습니다.
",0
"이때 시작과 같은 커피 맛은 무엇일까 라는 고민에 답을 찾으며 개발하게 되었습니다.
",0
"커피의 발상지인 예맹과 에티오피아를 블랜딩하여 농익은 과일의 산미와 단맛, 그리고 와이니 안면서도 초콜레티한 향들을 풍부하게 담았습니다.
",0
"커피는 16g을 사용하겠습니다. 그리고 물 온도는 93도입니다.
",1
"아이스 레시피 같은 경우에는 16 9g의 커피를 사용하여 총 추출 수백 60g을 주입하겠습니다.
",1
"추출 비율로 1대 10 의 비율입니다.
",1
"뜸의 물의 양은 40g의 물을 10초 동안 주입하고, 원프어로 120g을 한 번에 주입한 후 추출을 끝내도록 하겠습니다.
",1
"수출 시작 전 커피 서버의 얼음 두 알을 담고 시작하겠습니다.
",1
"얼음 크기에 따라서 세 알에서 네 알 정도 담아주셔도 괜찮습니다.
",0
"아이스 레시피의 경우에는 40g의 뜸 양을 1분 동안 주입하겠습니다.
",1
"미디움 라이트 로스팅에 아이스 브로잉 레시피를 소개해 드렸습니다.
",0
"다크 로스팅 포인트에 아이스 브로잉을 하실 때에는 동일한 레시피를 적용해 두시되 물론도 만 88도로 설정해 주시면 되겠습니다.
",1
"맛있게 즐겨주세요, 감사합니다.
",0
"안녕하세요, 디플루레이크 이철원입니다. 아이스는 핫이랑 분쇄도는 똑같아요. 그 대신 커피 양이 달라지고요.
",0
"예, 투출양도 좀 달라집니다.
",0
"먼저 서버에 얼음 100g을 담아주세요, 마찬가지로 린싱은 충분히 적셔질 때까지 잘 해주시면 좋고요.
",1
"커피는 22g 사용합니다. 그리고 내리는 양은 221대 10 비율이에요. 간단하죠. 오늘 갈를게요.
",1
"아이스와 사컵은 똑같은 분세도를 사용하고 있어요. 지금 이 원스펠티 베리베리, 웨이크 블랜딩 향이 진짜 엄청나네요.
",0
"맛있겠는데 그래서 좀 다른 거는 어떻게 하냐면 처음에 많이 담았기 때문에 뜸들이는 양도 많아지고요.
",0
"그래서 60g의 뜸을 들여야 되고, 그다음에 첫 번째 내렸을 때가 110g을 내려요.
",1
"앞부분을 더 많이 뽑아낼 수 있게끔 만들어지고, 그다음 170g까지 맞춘 다음에 220g까지 총 50g 내리시면 됩니다.
",1
"처음이 뜸 60g, 110g, 50g, 물론 도는 똑같이 93도를 쓸게요.
",1
"쓸 마찬가지로 처음이랑 두 번째는 와류를 줍니다. 뜸은 60g을 쓸 거고요.
",1
"충분히 접세지 있게 가늘게 꿈을 들여주시면 됩니다. 커피 양이 많아지기 때문에 뜸 들리는 물 양도 당연히 많아져야 돼요.
",0
"그리고 똑같이 30초가 지났을 때 지금 내리는 거는 언스펠티에 블랜드고요, 레이크 베리베리, 레이크, 블랜딩이에요.
",1
"와류를 똑같은 방향으로 한 방을 주시고 그다음에 천천히 부어주시면 됩니다.
",1
"이 블루밍이 깨지지 않게끔 저는 유지를 많이 하려고 하는 편이에요.
",0
"어떤 경우는 보면은 이렇게 안에를 파서 일정 야게끔 만드시잖아요.
",0
"이게 어떻게 보면 처음 내리고 나서 보면은 똑같은 그런 모양이 돼요.
",0
"1분이 됐을 때 마지막으로 한 번 더 똑같은 방향으로 천천히 230g 지금 내렸습니다.
",1
"220 에서 230 정도 내리셔도 상관은 없어요. 간단하죠, 끝이에요.
",1
"다 내려갈 때까지 내린 다음 물이 다 내려오면 그다음에 얼음 100g을 다시 추가로 넣어줍니다.
",1
"내리는 시간은 보통 2분 정도까지 보시면 돼요. 엄청 짧아요.
",1
"그리고 어느 정도 다 내렸다고 생각하시면 그냥 간단하게 기다리시지 말고 그냥 빼셔도 됩니다.
",0
"얼음 100g을 맞춰서 얼음 100g을 하셨다면 얼음과 이 커피 음료가 제대로 안 섞여 있기 때문에 여러 번 돌려서.
",0
"빠시면 되고요. 한번 셔서 다 이렇게 드시면 돼요, 저도 한번 맛을 볼게요.
",0
"제 컵을 따로 해서 베리베리 블린딩은 좀 어떻게 보면은 올 주가를 좋아하시는 월피커 분들을 위해서 만든 커피인 것 같기도 해요.
",0
"왜냐하면 워시드 커피보다 네 트러 커피가 아이스커피에 더 잘 어울린다고 생각하거든요.
",0
"아이스커피는 이렇게 즐겨주시면 너무 감사할 것 같아요.
",0
"향을 모아줄 수 있는 이런 오목한 잔을 추천을 해드리는데요.
",0
"커피의 맛과 향이 동시에 느껴져서 더 맛있게 즐기실 수 있습니다. 감사합니다, 안녕하세요.
",0
"304, 로스터스 송요민입니다. 이번 영상에서는 수정과 블랜딩을 이용해서 아이스 브루윙 레시피를 보여드릴게요.
",1
